section_id,section_title,topic_id,topic_title,question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END007,"A 38-year-old woman is referred for a thyroid function test after presenting with weight gain, cold intolerance and fatigue. Results: TSH 18 mU/L (normal 0.4–4.0), free T4 8 pmol/L (normal 9–25). She has no other medical conditions. Which is the most appropriate first-line treatment?",carbimazole 20 mg OD,levothyroxine 50–100 micrograms OD,liothyronine 20 micrograms TDS,"no treatment, repeat TFTs in 6 months",propranolol 40 mg TDS,levothyroxine 50–100 micrograms OD,"Per NICE NG145 (thyroid disease) and BNF: this is overt primary hypothyroidism (low T4 with elevated TSH). Levothyroxine is first-line. Starting dose 50–100 micrograms OD (lower for elderly, those with CV disease, or severe hypothyroidism — start at 25 micrograms). Carbimazole is for hyperthyroidism. Liothyronine is not first-line. Propranolol is for symptom control in hyperthyroidism."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END008,A 67-year-old man taking levothyroxine 100 micrograms OD for hypothyroidism is admitted with new-onset atrial fibrillation. His TSH is 0.1 mU/L (low) and free T4 is 28 pmol/L (high). He reports recent palpitations and weight loss. Which is the most appropriate action?,continue current dose; TSH suppression is a target in elderly patients,immediately stop levothyroxine entirely,increase levothyroxine to 125 micrograms OD,reduce levothyroxine dose and recheck TFTs in 6–8 weeks,switch levothyroxine to liothyronine,reduce levothyroxine dose and recheck TFTs in 6–8 weeks,"Per BNF and NICE NG145: this patient is over-replaced (TSH suppressed, T4 high, hyperthyroid symptoms). Over-replacement increases risk of atrial fibrillation, osteoporosis and cardiovascular events, especially in older patients. The levothyroxine dose should be reduced and TFTs rechecked after 6–8 weeks. Stopping entirely would cause hypothyroidism. TSH suppression is NOT a target — TSH 0.5–2.0 mU/L is the goal range."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END009,"A 50-year-old man with type 2 diabetes on metformin 1 g BD has an HbA1c of 70 mmol/mol despite good adherence. He has CKD stage 3a (eGFR 52 mL/min/1.73m²), and a BMI of 34. He is at high cardiovascular risk. Per NICE NG28, which is the most appropriate add-on therapy?",acarbose 50 mg TDS,add an SGLT2 inhibitor (e.g. empagliflozin),add gliclazide 80 mg OD,add insulin glargine,add pioglitazone 30 mg OD,add an SGLT2 inhibitor (e.g. empagliflozin),"Per NICE NG28 (2022 update): in patients with type 2 diabetes at high CV risk or with established CVD or CKD, add an SGLT2 inhibitor with proven CV benefit (empagliflozin, dapagliflozin). SGLT2 inhibitors also have renal protective effects in CKD (cardio-renal benefit). They can be used down to eGFR ~25 mL/min/1.73m² (variable by drug). Sulfonylureas (gliclazide) cause weight gain and hypoglycaemia. Pioglitazone has heart failure and bladder cancer concerns."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END010,A 75-year-old woman with severe symptomatic hypoglycaemia (blood glucose 2.1 mmol/L) is unable to swallow safely due to drowsiness. She is at home. Which is the most appropriate immediate management for a carer to administer?,10 g of oral glucose tablets,glucagon 1 mg intramuscular injection,intravenous glucose 10% 100 mL,oral fruit juice 150 mL,sublingual sugar paste,glucagon 1 mg intramuscular injection,"Per JBDS hypoglycaemia guidance: in severe hypoglycaemia where the patient is unable to swallow safely (drowsy, unconscious, fitting), IM glucagon 1 mg is the appropriate first-line out-of-hospital treatment, particularly for carers/family. Oral glucose is unsafe due to aspiration risk. IV dextrose is in-hospital management. Once the patient regains consciousness, give oral carbohydrate to prevent rebound hypoglycaemia. Note: glucagon may be less effective in liver disease, alcohol-induced hypoglycaemia or repeated hypoglycaemia."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END011,A 28-year-old woman is prescribed metformin 500 mg BD for polycystic ovary syndrome with insulin resistance. She attends the pharmacy reporting severe diarrhoea and abdominal cramps since starting the medication 2 weeks ago. She is otherwise well. Which is the most appropriate advice?,continue current dose; side effects will resolve in months,"reduce to 500 mg OD with food and titrate up slowly, or consider switching to modified-release metformin",stop metformin and ask the GP for an alternative,take metformin on an empty stomach,take metformin with a glass of milk,"reduce to 500 mg OD with food and titrate up slowly, or consider switching to modified-release metformin","Per BNF metformin monograph: gastrointestinal side effects (diarrhoea, nausea, abdominal pain) are very common at initiation. Standard practice is to start at lower dose (e.g. 500 mg OD with food), titrate slowly over weeks, and take with or after meals. If GI side effects persist, switching to modified-release metformin often improves tolerability. Stopping entirely is premature; an alternative is appropriate only if GI side effects don't resolve with these measures."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END012,"A 65-year-old man with type 2 diabetes takes gliclazide 80 mg BD, metformin 1 g BD, and ramipril 5 mg OD. He develops a chest infection and is prescribed clarithromycin 500 mg BD for 7 days. The next morning he experiences sweating, tremor, and a capillary glucose of 3.2 mmol/L. Which is the most likely cause?",acute kidney injury affecting metformin clearance,clarithromycin inhibits CYP3A4 increasing gliclazide levels,clarithromycin reduces metformin absorption,ramipril-induced hypoglycaemia,viral illness causing transient hypoglycaemia,clarithromycin inhibits CYP3A4 increasing gliclazide levels,"Per BNF interactions appendix: clarithromycin is a potent CYP3A4 inhibitor and significantly increases plasma concentrations of sulfonylureas (gliclazide, glibenclamide, glimepiride) metabolised by CYP3A4. This can precipitate severe hypoglycaemia. The combination should be avoided if possible; if unavoidable, monitor blood glucose closely and consider sulfonylurea dose reduction. Alternative antibiotics with less interaction (e.g. doxycycline) may be preferable."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END013,"A 35-year-old woman with type 1 diabetes is admitted with a urinary tract infection. Her usual regimen is basal-bolus insulin (insulin glargine 24 units ON, insulin aspart with meals). Per JBDS sick day rules, what general advice should patients with type 1 diabetes follow during acute illness?","continue insulin (do not stop), check blood glucose and ketones regularly, drink plenty of fluids",halve all insulin doses to prevent hypoglycaemia,stop all insulin if not eating,stop long-acting insulin and continue short-acting only,switch to oral antidiabetics during illness,"continue insulin (do not stop), check blood glucose and ketones regularly, drink plenty of fluids","Per JBDS (Joint British Diabetes Societies) sick day rules for type 1 diabetes: continue insulin even if not eating (insulin requirements often INCREASE during illness due to stress hormones). Check blood glucose frequently (every 2–4 hours) and check blood/urine ketones if glucose >13 mmol/L. Maintain fluid intake. Seek medical advice if persistent hyperglycaemia, ketones, vomiting, or symptoms worsen. Stopping insulin in T1DM can precipitate DKA."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END014,"A 55-year-old man with type 2 diabetes attends the pharmacy with new symptoms of polyuria, polydipsia, weight loss and fatigue. His most recent HbA1c was 68 mmol/mol on metformin and gliclazide. He weighs 95 kg. The GP plans to add a GLP-1 receptor agonist (e.g. semaglutide). Per NICE NG28, which criterion typically supports use of a GLP-1 RA in T2DM?","BMI ≥35 kg/m² (or ≥32.5 in some ethnic groups), or BMI <35 with occupational or psychological needs",BMI <25 kg/m²,HbA1c <48 mmol/mol,any patient on insulin,any patient with renal impairment,"BMI ≥35 kg/m² (or ≥32.5 in some ethnic groups), or BMI <35 with occupational or psychological needs","Per NICE NG28: GLP-1 receptor agonists (e.g. semaglutide, liraglutide, dulaglutide) are recommended in triple therapy when triple oral therapy is ineffective, not tolerated, or contraindicated, AND the patient has BMI ≥35 kg/m² (white origin) or ≥32.5 (other ethnic groups). Lower BMI thresholds apply where there are specific psychological/occupational concerns (e.g. need to avoid weight gain from insulin). GLP-1 RAs are continued only if HbA1c reduces by ≥11 mmol/mol AND weight reduces by ≥3% in 6 months."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END015,A 70-year-old woman has been taking prednisolone 30 mg OD for 6 weeks for polymyalgia rheumatica. The GP plans to start tapering. She has had no recent illness. Which is the most appropriate counselling point?,it is safe to stop prednisolone abruptly after a 6-week course,sudden cessation can cause an adrenal crisis — taper gradually,take a double dose on the day of any vaccination,take only when symptoms recur (PRN),take with grapefruit juice for better absorption,sudden cessation can cause an adrenal crisis — taper gradually,"Per BNF and NICE guidance: corticosteroids taken for more than 3 weeks suppress the hypothalamic-pituitary-adrenal (HPA) axis. Abrupt withdrawal can cause acute adrenal insufficiency (adrenal crisis), which is life-threatening. The dose should be tapered gradually under medical supervision. Patients on long-term steroids should carry a steroid card and may need increased doses during illness/stress ('sick day rules' for steroids)."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END016,"A 32-year-old woman is taking the combined oral contraceptive pill (Microgynon 30, levonorgestrel/ethinylestradiol). She is starting carbamazepine 200 mg BD for newly diagnosed trigeminal neuralgia. Which is the most appropriate advice regarding contraception?",continue Microgynon 30 unchanged,depo-medroxyprogesterone injection is contraindicated,switch to a copper IUD or depot/implant due to enzyme induction,take an extra Microgynon 30 daily,use condoms for 7 days then revert to Microgynon 30 alone,switch to a copper IUD or depot/implant due to enzyme induction,"Per FSRH (Faculty of Sexual and Reproductive Healthcare) guidance and BNF: carbamazepine is a strong CYP3A4 and UGT inducer, which significantly reduces the effectiveness of combined oral, transdermal and vaginal hormonal contraception, progestogen-only pills, and the contraceptive implant. Methods unaffected by enzyme inducers include: copper IUD, levonorgestrel IUS, and depot medroxyprogesterone acetate (DMPA). Switching to one of these is the recommended approach."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END017,A 64-year-old man with type 2 diabetes on metformin attends the pharmacy reporting his GP has stopped his metformin after his recent blood tests. His latest eGFR is 28 mL/min/1.73m² (was 38 six months ago). He is asymptomatic. Which is the most appropriate explanation?,eGFR <30 mL/min/1.73m² is a contraindication to metformin due to lactic acidosis risk,eGFR <60 mL/min/1.73m² always requires metformin to be stopped,metformin is being switched to a generic equivalent,metformin must be stopped if HbA1c is below 48 mmol/mol,metformin needs to be stopped for 3 months and then restarted,eGFR <30 mL/min/1.73m² is a contraindication to metformin due to lactic acidosis risk,"Per BNF metformin monograph and MHRA Drug Safety Update (April 2022): metformin is contraindicated when eGFR <30 mL/min/1.73m² due to the risk of lactic acidosis. The dose should be reviewed/reduced when eGFR is 30–45 mL/min/1.73m² (max 500 mg BD). Metformin should also be temporarily suspended around contrast imaging, surgery, and acute illness with dehydration. Alternatives in severe CKD include linagliptin, repaglinide, insulin, or pioglitazone (with caution)."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END018,"A 25-year-old man with newly diagnosed type 1 diabetes is being initiated on a basal-bolus insulin regimen. Per NICE NG17, which basal insulin is recommended as first-line?",insulin degludec (Tresiba) twice daily,insulin detemir (Levemir) once or twice daily,insulin glargine (Lantus) once daily,isophane insulin (NPH) once or twice daily,premixed biphasic insulin twice daily,insulin detemir (Levemir) once or twice daily,Per NICE NG17 (type 1 diabetes in adults): the recommended first-line basal insulin is insulin detemir BD. Insulin glargine OD is an alternative. Insulin degludec is reserved for specific situations (e.g. recurrent symptomatic hypoglycaemia or requirement for support to inject by carer). NPH (isophane) insulin has historically been used but offers no advantage over modern analogues. Premixed insulin is not standard for T1DM basal-bolus regimens.
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END019,"A 48-year-old woman with primary hyperthyroidism (Graves' disease) is taking carbamazepine — wait, carbimazole 20 mg OD. She attends the pharmacy reporting a sore throat, mouth ulcers and fever that began yesterday. Which is the most appropriate action?","advise paracetamol and salt-water gargles, review in 48 hours",dispense additional carbimazole and counsel on infection avoidance,recommend over-the-counter co-codamol,refer urgently to A&E/GP for an urgent full blood count to exclude agranulocytosis,"reassure as these are common, non-serious side effects",refer urgently to A&E/GP for an urgent full blood count to exclude agranulocytosis,"Per BNF and MHRA guidance: carbimazole carries a rare but serious risk of agranulocytosis (severe neutropenia), most often in the first 3 months of treatment. Patients must be counselled to seek urgent medical attention if they develop signs of infection (sore throat, fever, mouth ulcers, malaise), and to stop carbimazole pending an urgent FBC. Agranulocytosis can be fatal if missed. Similar warnings apply to propylthiouracil and clozapine."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,endocrine,Endocrine Scenarios,END020,A 70-year-old man taking levothyroxine 100 micrograms OD is found to have his TSH suppressed (0.05 mU/L) at routine bloods. He is asymptomatic. His most recent ECG shows normal sinus rhythm. He has osteoporosis on alendronic acid. Why is over-replacement clinically concerning in this patient specifically?,it accelerates levothyroxine excretion,"it increases his risk of AF, osteoporosis-related fractures and CV events",it reduces alendronic acid absorption,it requires immediate switch to liothyronine,TSH suppression has no clinical significance,"it increases his risk of AF, osteoporosis-related fractures and CV events","Per BNF and NICE NG145: TSH suppression (over-replacement) increases the risk of atrial fibrillation (especially in older adults), osteoporosis and fracture (compounded by existing osteoporosis), and cardiovascular mortality. Particular caution is needed in older patients and those with osteoporosis. The dose should be reduced and TFTs rechecked in 6–8 weeks, aiming for TSH within the normal range (typically 0.4–4.0 mU/L)."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF001,"A 31-year-old man with newly diagnosed pulmonary tuberculosis presents to the pharmacy reporting his soft contact lenses have become discoloured. His medication includes ethambutol, isoniazid, pyrazinamide, pyridoxine, and rifampicin. Which medication is most likely causing this?",ethambutol,isoniazid,pyrazinamide,pyridoxine,rifampicin,rifampicin,"Per BNF rifampicin monograph: rifampicin causes orange-red discolouration of body fluids including urine, sweat, saliva and tears — which can permanently stain soft contact lenses. Patients should be counselled at initiation. Other TB drug ADRs: ethambutol → optic neuritis; isoniazid → peripheral neuropathy (mitigated by pyridoxine); pyrazinamide → hepatotoxicity and hyperuricaemia."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF002,"A 49-year-old woman presents to A&E with dysuria, left-sided lower back pain, fever 38°C and nausea. She has rheumatoid arthritis (on methotrexate 15 mg PO weekly + folic acid 5 mg weekly), epilepsy (lamotrigine), osteoporosis (alendronic acid + colecalciferol), and depression (sertraline). She is diagnosed with pyelonephritis and prescribed cefalexin and paracetamol. Which medication is most appropriate to temporarily withhold during the acute infection?",alendronic acid,calcium carbonate with colecalciferol,lamotrigine,methotrexate,sertraline,methotrexate,Per BNF methotrexate monograph and BSR guidance: methotrexate is an immunosuppressant and should be temporarily withheld during acute infection due to increased risk of severe infection. Restart once infection resolved. Folic acid is continued. The other drugs do not need to be withheld.
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF003,"A previously well 25-year-old woman presents to the GP with dysuria, frequency and urgency for 2 days. She has no fever, flank pain or vaginal symptoms. She is not pregnant and has NKDA. Per NICE NG109, which is the most appropriate first-line antibiotic?",amoxicillin 500 mg TDS for 7 days,ciprofloxacin 500 mg BD for 7 days,co-amoxiclav 625 mg TDS for 5 days,nitrofurantoin 100 mg modified-release BD for 3 days,trimethoprim 200 mg BD for 7 days,nitrofurantoin 100 mg modified-release BD for 3 days,"Per NICE NG109 (UTI - lower in non-pregnant women) and the UKHSA antimicrobial guidance: nitrofurantoin 100 mg m/r BD for 3 days is first-line for non-pregnant women with uncomplicated lower UTI. Trimethoprim 200 mg BD for 3 days is alternative first-line. Note: nitrofurantoin should be avoided if eGFR <45 mL/min/1.73m². Fluoroquinolones (ciprofloxacin) are reserved due to MHRA warnings on serious, long-lasting adverse effects (tendon damage, neuropsychiatric). 7-day courses are reserved for complicated UTI or pyelonephritis."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF004,"A 32-year-old pregnant woman at 28 weeks' gestation has been diagnosed with a lower UTI (E. coli sensitive on culture). Per NICE NG109 and BNF, which antibiotic is most appropriate?",cefalexin 500 mg BD for 7 days,ciprofloxacin 500 mg BD for 3 days,nitrofurantoin 100 mg modified-release BD for 7 days,tetracycline 250 mg QDS for 7 days,trimethoprim 200 mg BD for 7 days,cefalexin 500 mg BD for 7 days,"Per NICE NG109 and BNF: in pregnancy, cefalexin is the first-line antibiotic for lower UTI (7-day course). Nitrofurantoin is avoided AT TERM (last trimester) due to risk of neonatal haemolysis; trimethoprim is avoided in the FIRST trimester due to folate antagonist activity (teratogenic, neural tube defects). Tetracyclines (deposition in fetal bones/teeth) and fluoroquinolones (joint toxicity) are contraindicated in pregnancy."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF005,"A 78-year-old woman with a chest infection (community-acquired pneumonia, CRB-65 score 1) presents to her GP. She has no penicillin allergy and is otherwise stable. Per NICE NG138, which is the most appropriate first-line antibiotic?",amoxicillin 500 mg TDS for 5 days,azithromycin 500 mg OD for 3 days,ciprofloxacin 500 mg BD for 7 days,co-amoxiclav 625 mg TDS for 7 days,levofloxacin 500 mg OD for 7 days,amoxicillin 500 mg TDS for 5 days,"Per NICE NG138 (community-acquired pneumonia in adults): for low-severity CAP (CRB-65 score 0–1) in adults, amoxicillin 500 mg TDS for 5 days is first-line. Doxycycline 200 mg loading then 100 mg OD for 5 days is alternative in penicillin allergy. Severity assessment (CRB-65 in community, CURB-65 in hospital) guides treatment intensity. Fluoroquinolones are restricted due to MHRA warnings."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF006,"A 28-year-old man presents with acute tonsillitis. His FeverPAIN score is 4. He has NKDA. Per NICE NG84, which is the most appropriate antibiotic?",amoxicillin 500 mg TDS for 7 days,clarithromycin 500 mg BD for 5 days,"no antibiotic, supportive care only",phenoxymethylpenicillin 500 mg QDS for 5–10 days,vancomycin 250 mg QDS for 10 days,phenoxymethylpenicillin 500 mg QDS for 5–10 days,Per NICE NG84 (sore throat): FeverPAIN score ≥4 (or Centor ≥3) indicates higher likelihood of bacterial cause (e.g. group A strep) and supports antibiotic prescribing. Phenoxymethylpenicillin (penicillin V) 500 mg QDS for 5–10 days is first-line. Amoxicillin should be AVOIDED if there's suspicion of glandular fever (EBV) — can cause a widespread rash. Clarithromycin is alternative in penicillin allergy.
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF007,"A 5-year-old child with acute otitis media (perforated tympanic membrane with otorrhoea, fever, otalgia, no penicillin allergy) is brought to the pharmacy. Per NICE NG91, which is the most appropriate management?",amoxicillin 500 mg TDS for 5 days,antibiotic ear drops (e.g. ciprofloxacin),no antibiotic; recommend ibuprofen and paracetamol,prescribe co-amoxiclav 250/62 mg/5 mL,refer to ENT for grommets,amoxicillin 500 mg TDS for 5 days,"Per NICE NG91 (acute otitis media): antibiotics are indicated in children with otorrhoea (discharging ear, suggesting perforation), systemic features (fever) or bilateral AOM in <2 year olds. Amoxicillin 5–7 days is first-line (dose adjusted for paediatric weight — adult dose used here for question simplicity but BNFc dose is 250 mg TDS for 1–4 years, 500 mg TDS for 5–17 years). Most uncomplicated AOM is managed with paracetamol/ibuprofen and watchful waiting."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF008,"A 30-year-old woman presents with thick green-yellow nasal discharge, facial pain over her cheeks, and a temperature of 38°C for 12 days. There has been no improvement with paracetamol and saline rinses. Per NICE NG79, which is the most appropriate management?",amoxicillin 500 mg TDS for 5 days,continue supportive care for further 2 weeks,intranasal corticosteroid for 14 days,oral phenylephrine,urgent ENT referral,amoxicillin 500 mg TDS for 5 days,"Per NICE NG79 (acute sinusitis): symptoms lasting 10 days or more, with no improvement, support consideration of antibiotic treatment. Amoxicillin 500 mg TDS for 5 days is first-line. Most acute sinusitis is viral and self-limiting (resolves in 7–10 days), and antibiotics are NOT indicated in the first 10 days. Intranasal corticosteroids can be considered for severe or persistent symptoms (off-label)."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF009,"A 55-year-old man with cellulitis of the left lower leg (defined area, no systemic features, no penicillin allergy) presents to the GP. Per NICE NG141, which is the most appropriate antibiotic?",amoxicillin 500 mg TDS for 5 days,clindamycin 300 mg QDS for 5–7 days,co-amoxiclav 625 mg TDS for 5–7 days,flucloxacillin 500 mg–1 g QDS for 5–7 days,vancomycin orally 125 mg QDS for 10 days,flucloxacillin 500 mg–1 g QDS for 5–7 days,"Per NICE NG141 (cellulitis): flucloxacillin is first-line for uncomplicated cellulitis (Staphylococcus aureus and Streptococcus pyogenes coverage), typically 500 mg to 1 g QDS for 5–7 days. Alternatives in penicillin allergy: clarithromycin, erythromycin (pregnancy), or doxycycline. Co-amoxiclav is reserved for facial cellulitis or near eyes (broader cover). Severe cellulitis with systemic features requires hospital admission for IV antibiotics."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF010,"A 22-year-old man returned from a 2-week trip to sub-Saharan Africa 5 days ago. He presents to A&E with fever, headache, chills and myalgia. He took no malaria chemoprophylaxis. Which is the most appropriate immediate action?",await stool culture and treat as gastroenteritis,give empirical ceftriaxone for meningitis,reassure and discharge with paracetamol,start oral azithromycin for typhoid,urgent investigation for malaria including thick and thin blood films,urgent investigation for malaria including thick and thin blood films,Per UK Health Security Agency guidance and BNF: any fever in a traveller returning from a malaria-endemic area within the last 12 months is malaria until proven otherwise. P. falciparum can rapidly become fatal. Urgent investigation includes thick and thin blood films (and/or rapid diagnostic test) on three separate occasions if initial test negative and suspicion remains high. Treatment depends on species and severity (e.g. artemisinin-based combination therapy for uncomplicated falciparum; IV artesunate for severe).
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF011,A 35-year-old man has been diagnosed with acute hepatitis B in the GUM clinic following an exposure 6 weeks ago. His partner is HBV-negative. Which is the most appropriate post-exposure prophylaxis for his partner?,hepatitis B immunoglobulin only,hepatitis B immunoglobulin plus hepatitis B vaccine,hepatitis B vaccine only,hepatitis C immunoglobulin,no prophylaxis required,hepatitis B immunoglobulin plus hepatitis B vaccine,"Per UK Health Security Agency / Green Book guidance: for significant HBV exposure (sexual or needlestick) within 7 days, both passive (HBV immunoglobulin) and active (HBV vaccine, accelerated schedule 0, 1, 2 months with booster at 12 months) immunisation should be given. The combination provides immediate (immunoglobulin) and longer-term (vaccine) protection. The same approach is used for newborns of HBsAg+ mothers and certain needle-stick injuries."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF012,"A 67-year-old man taking warfarin (target INR 2.0–3.0, latest 2.4) is prescribed a 7-day course of clarithromycin for community-acquired pneumonia. Per BNF, which is the most appropriate action regarding his warfarin?",continue warfarin at the current dose and recheck INR after antibiotic course,increase warfarin dose by 25% to compensate,recheck INR within 3–5 days of starting clarithromycin and adjust dose accordingly,stop warfarin entirely during the antibiotic course,switch warfarin to a DOAC during the antibiotic course,recheck INR within 3–5 days of starting clarithromycin and adjust dose accordingly,"Per BNF interactions: clarithromycin inhibits CYP3A4 and CYP2C9, increasing warfarin effect and INR — risk of bleeding. INR should be checked 3–5 days after starting (and after stopping) the antibiotic, and warfarin dose adjusted as needed. Alternative antibiotics with less interaction (e.g. doxycycline) may be considered. Empirical dose changes without monitoring are unsafe. Switching to a DOAC isn't a standard short-term solution."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF013,"A 6-year-old boy weighing 22 kg requires treatment for impetigo affecting his face. Per NICE NG153, which is the most appropriate first-line treatment for localised non-bullous impetigo?",flucloxacillin 250 mg/5 mL 5 mL QDS PO for 5 days,fusidic acid 2% cream applied TDS for 5 days,hydrogen peroxide 1% cream applied 2–3 times daily for 5 days,oral azithromycin,referral to dermatology for assessment,hydrogen peroxide 1% cream applied 2–3 times daily for 5 days,"Per NICE NG153 (impetigo) and updated antimicrobial guidance: hydrogen peroxide 1% cream is first-line for localised non-bullous impetigo to reduce antimicrobial resistance. Topical antibiotics (fusidic acid 2% cream or mupirocin 2% ointment) are second-line if H₂O₂ unsuitable or symptoms worsen. Oral antibiotics (flucloxacillin) are reserved for widespread, bullous, or systemically unwell patients. This change reflects antimicrobial stewardship priorities."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF014,"A 70-year-old woman in a care home is diagnosed with Clostridioides difficile infection (CDI). She has had no prior episode. Per NICE NG199, which is the most appropriate first-line treatment?",ciprofloxacin 500 mg BD for 14 days,fidaxomicin 200 mg BD for 10 days,intravenous metronidazole,rifaximin 400 mg TDS for 10 days,vancomycin 125 mg QDS PO for 10 days,vancomycin 125 mg QDS PO for 10 days,"Per NICE NG199 (C. difficile infection, 2021): the first-line treatment for first episode CDI is vancomycin 125 mg QDS PO for 10 days. Fidaxomicin is second-line (and first-line for recurrent CDI). Oral metronidazole is no longer recommended first-line. The offending antibiotic should also be stopped if possible. Hand hygiene with soap and water (alcohol gel is ineffective against spores) is essential."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF015,A mother visits the pharmacy with her 6-year-old daughter who has an itchy bottom and small white thread-like worms in her faeces. The girl lives with her parents and younger brother. Which is the most appropriate management?,reassure as self-limiting,refer to GP for same-day assessment,supply Eurax (crotamiton) 10% cream,supply oral mebendazole to treat the girl only,supply oral mebendazole to treat the whole family,supply oral mebendazole to treat the whole family,"Per BNF and NICE CKS (threadworm): all household members must be treated simultaneously due to high transmissibility and asymptomatic carriage. Mebendazole 100 mg as a single dose (over 6 months age) is first-line, with a repeat dose at 2 weeks. Strict hygiene measures (handwashing, nail-cutting, washing bedlinen, separate towels) for 2 weeks are essential."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF016,"A 25-year-old woman presents to the pharmacy with classic features of vulvovaginal candidiasis: white curd-like discharge, itching, soreness. She has had similar episodes before. She is not pregnant and has no other medical conditions. Which is the most appropriate over-the-counter management?",clotrimazole 1% cream applied topically + oral fluconazole 150 mg single dose,metronidazole 400 mg BD for 5 days,"no treatment, self-limiting",nystatin oral suspension,refer to GUM clinic for STI screen,clotrimazole 1% cream applied topically + oral fluconazole 150 mg single dose,"Per BNF and NICE CKS (vulvovaginal candidiasis): non-pregnant, non-recurrent vulvovaginal candidiasis can be treated OTC with topical clotrimazole 1% (for vulval symptoms) plus either an intravaginal pessary (e.g. clotrimazole 500 mg single dose) or oral fluconazole 150 mg single dose. Fluconazole is contraindicated in pregnancy. Recurrent (>4/year) needs GP referral. Metronidazole is for bacterial vaginosis or trichomoniasis, not candida."
CLN,Clinical Scenarios for the GPhC Pre-Reg Exam,infection,Infection Scenarios,INF017,A 28-year-old man with HIV is taking Stribild (elvitegravir/cobicistat/emtricitabine/tenofovir). His CD4 count is 580 and viral load undetectable. He requests rifampicin from a colleague who is being treated for tuberculosis. Which is the most likely concern?,rifampicin and Stribild can be safely co-administered,rifampicin is a potent CYP3A4 inducer that markedly reduces cobicistat-boosted antiretroviral levels — contraindicated,rifampicin causes haemolysis in HIV patients,rifampicin requires Stribild dose reduction,rifampicin should be given orally with food,rifampicin is a potent CYP3A4 inducer that markedly reduces cobicistat-boosted antiretroviral levels — contraindicated,"Per BNF and HIV Drug Interactions Database: rifampicin is a potent inducer of CYP3A4 and significantly reduces plasma levels of CYP3A4-metabolised drugs including cobicistat (the pharmacokinetic booster in Stribild), elvitegravir, and many protease inhibitors. Co-administration is contraindicated and would risk HIV treatment failure and resistance. Alternative regimens (e.g. rifabutin substitution, or different antiretroviral regimens) are used in patients with TB co-infection. Specialist input is essential."
